Author,Paragraph
"Baum, L. Frank (Lyman Frank)","""We are Skeezers,"" answered one of them, ""and our home is on the Magic
Isle of the Lake. We ran away when we saw you coming, and hid behind
the trees, but as you are Strangers and seem to be friendly we decided
to meet you, for we are in great trouble and need assistance."""
"Balzac, Honoré de","Vautrin
I have them. Have you anything else to do?"
"Austen, Jane",C.L.
"Balzac, Honoré de","Mademoiselle de Vaudrey
Louise, my child, I only rose to rid you of a dream, the awakening
from which will be deplorable. I consider it my duty to distract you
from your insane fancies. The more I think of what you told me the
more is my sympathy aroused. But I am compelled to tell you the truth,
cruel as it is; beyond doubt the duke has placed Fernand in some
compromising situation, so as to make it impossible for him to
retrieve his position in the world to which you belong. The young man
you saw cannot be your son."
"Baum, L. Frank (Lyman Frank)",Then they bowed to the Skeezer and said:
"Baum, L. Frank (Lyman Frank)","""They're all right as they are,"" asserted Ervic, drawing up his bench
to the table. ""The fishes are beauties--one gold, one silver and one
bronze. Nothing that has life is more lovely than a beautiful fish."""
"Balzac, Honoré de","The Duke
These comprise my correspondence, and the letters of the duchess to
the Viscount de Langeac."
"Barrie, J. M. (James Matthew)",
"Baum, L. Frank (Lyman Frank)","They were all ready to start at a moment's notice, for none had any
affairs of importance to attend to. Jack was wearing a newly made
Pumpkin-head and the Scarecrow had recently been stuffed with fresh
straw. Tik-Tok's machinery was in good running order and the Tin
Woodman always was well oiled."
"Balzac, Honoré de","Vautrin
He wrote a lot of rubbish, I'll warrant."
"Balzac, Honoré de","Raoul
And who are they?"
"Baum, L. Frank (Lyman Frank)","""Do you know who I am?"" questioned the ape."
"Baum, L. Frank (Lyman Frank)","""How shall we get back to the island, your Majesty?"" pleaded Ervic."
"Baum, L. Frank (Lyman Frank)","""Yes, dear, it is magic,"" she replied. ""The Flatheads had to have a way
from their mountain top from the plain below, but to prevent enemies
from rushing up the stairs to conquer them, they have built, at a small
distance before the entrance a wall of solid stone, the stones being
held in place by cement, and then they made the wall invisible."""
"Baum, L. Frank (Lyman Frank)","""Let us not speak of this now, please,"" answered Ozma. ""Your island is
in danger, for a powerful foe is preparing to destroy it."""
"Baum, L. Frank (Lyman Frank)","""Do you know the reason?"" asked the Lady Aurex."
"Alcott, Louisa May","""We had such a lovely plan for Becky to come to town with me, and see
the world, and write, and be famous. How can you spoil it all?"""
"Alcott, Louisa May","Becky looked so enthusiastic that Emily could not remain uninterested,
though market-gardening did not sound very romantic."
"Balzac, Honoré de","Joseph
I cannot say. I was not acquainted with him. They did not set up an
establishment here until after the king's second return."
"Balzac, Honoré de","Vautrin
I too know."
"Alcott, Louisa May","A week or two of quiet, country fare and the bracing mountain air worked
wonders for the invalid, and every one rejoiced to see the pale cheeks
begin to grow round and rosy, the languid eyes to brighten, and the
feeble girl who used to lie on her sofa half the day now go walking
about with her alpenstock, eager to explore all the pretty nooks among
the hills. Her mother blessed Mrs. Taylor for suggesting this wholesome
place. The tired ""school marms,"" as Emily called the three young women
who were their fellow-boarders, congratulated her as well as themselves
on the daily improvement in strength and spirits all felt; and Becky
exulted in the marvellous effects of her native air, aided by mother's
good cookery and the cheerful society of the children, whom the good
girl considered the most remarkable and lovable youngsters in the world."
"Baum, L. Frank (Lyman Frank)","Next the Yookoohoo went about touching all the lizards and toads, and
at her touch they became kittens. The rats she changed into chipmunks.
Now the only horrid creatures remaining were the four great spiders,
which hid themselves behind their thick webs."
"Baum, L. Frank (Lyman Frank)","""I cannot, your Majesty,"" confessed the Sorceress. ""Until now I never
have heard of them, nor have I ever heard the Skeezers mentioned. In
the faraway corners of Oz are hidden many curious tribes of people, and
those who never leave their own countries and never are visited by
those from our favored part of Oz, naturally are unknown to me.
However, if you so desire, I can learn through my arts of sorcery
something of the Skeezers and the Flatheads."""
"Balzac, Honoré de","The Marquis
Surely you are aware, mademoiselle, that your cousins, the house of
Medina-Coeli, have succeeded to it?"
"Austen, Jane","
This mighty affair is now happily over, and my Girls _are out_. As the
moment approached for our departure, you can have no idea how the sweet
Creatures trembled with fear and expectation. Before the Carriage drove
to the door, I called them into my dressing-room, and as soon as they
were seated thus addressed them. “My dear Girls the moment is now
arrived when I am to reap the rewards of all my Anxieties and Labours
towards you during your Education. You are this Evening to enter a
World in which you will meet with many wonderfull Things; Yet let me
warn you against suffering yourselves to be meanly swayed by the
Follies and Vices of others, for beleive me my beloved Children that if
you do—I shall be very sorry for it.” They both assured me that they
would ever remember my advice with Gratitude, and follow it with
attention; That they were prepared to find a World full of things to
amaze and to shock them: but that they trusted their behaviour would
never give me reason to repent the Watchful Care with which I had
presided over their infancy and formed their Minds—” “With such
expectations and such intentions (cried I) I can have nothing to fear
from you—and can chearfully conduct you to Mrs Cope’s without a fear of
your being seduced by her Example, or contaminated by her Follies.
Come, then my Children (added I) the Carriage is driving to the door,
and I will not a moment delay the happiness you are so impatient to
enjoy.” When we arrived at Warleigh, poor Augusta could scarcely
breathe, while Margaret was all Life and Rapture. “The long-expected
Moment is now arrived (said she) and we shall soon be in the World.”—In
a few Moments we were in Mrs Cope’s parlour, where with her daughter
she sate ready to receive us. I observed with delight the impression my
Children made on them—. They were indeed two sweet, elegant-looking
Girls, and tho’ somewhat abashed from the peculiarity of their
situation, yet there was an ease in their Manners and address which
could not fail of pleasing—. Imagine my dear Madam how delighted I must
have been in beholding as I did, how attentively they observed every
object they saw, how disgusted with some Things, how enchanted with
others, how astonished at all! On the whole however they returned in
raptures with the World, its Inhabitants, and Manners."
"Baum, L. Frank (Lyman Frank)","
Chapter Seventeen"
"Alcott, Louisa May","""I'm going to do something with it that I like a sight better than that.
Poor Moses won't come any more, I guess. I'm not going to leave Mother
till the girls can take my place, and only then to teach, if I can get a
good school somewhere near."""
"Balzac, Honoré de","The Duke
Yes, the fellow has wit."
"Balzac, Honoré de","The Duchesse de Christoval (aside to Inez)
My child, do not mention Monsieur de Frescas again. The subject annoys
Madame de Montsorel."
"Balzac, Honoré de","The Duchess
It was thus you saw him?"
"Barrie, J. M. (James Matthew)",A WEDDING IN A SMIDDY.
"Balzac, Honoré de","Saint-Charles
Baron!"
"Balzac, Honoré de","Inez
Ah, general, I will punish him well for his modesty and distrust.
Yesterday, he showed himself readier to swallow an affront than to
reveal the name of his father."
"Balzac, Honoré de","Vautrin
The Chevalier de Saint-Charles. I am imperturbed; you will defend me."
